地点,薪资,职位,岗位需求
合肥-庐阳区,10K-15K,高级java工程师,"['熟悉', '精通', '能力', '缓存', '并发', '数据库', '设计', '主流', '任务调度', '多线程', '控件', '原理', '操作命令', '具备', 'JAVA', 'spring', 'hibernate', 'mybatis', 'javaweb', 'html5']"
武汉-洪山区,4K-6K,软件开发工程师（java方向）,"['晋升', '开发', '协助', '测试软件', '双休', '电脑操作', '18', 'java', 'bug3', '五险', '一金', '福利待遇', '工作制', '以上学历', '八小时', '大专', '能力', '编程', '项目', '愉悦']"
长沙,1K-2K,高级Java工程师,"['开发', 'Redis', '负责', '模块', '经验', '优先', '技术', '多线程', '熟悉', 'PC', 'Java', 'Springboot', 'mybatis', 'Maven', 'Mysql', 'MongoDB', 'RESTFul', 'REST', 'Web', '高可用性']"
深圳,10K-15K,Java高级开发工程师,"['熟练掌握', 'Spring', 'maven', '框架', '数据库', '熟练', '前端', '版本控制', '熟悉', '设计模式', '源码', 'Java', 'java', 'html', 'css', 'js', 'jquery', 'Bootstrap', 'SpringMVC', 'mybatis']"
杭州-余杭区,8K-15K,中级Java工程师,"['熟悉', 'Web', 'java', 'ORACLE', 'Mysql', 'SSM', 'MVC', '开发', '软件工程', '熟练掌握', '开源', '数据结构', '专业知识', '数据库', '本科', '任职', '承受', '框架', '沟通', '计算机']"
北京,10K-15K,java开发工程师,"['熟悉', '技术', '数据库', '熟练', '经验', '优先', '优化', 'Javaweb', 'Java', '优有', 'SpringBoot', 'SpringMVC', 'Mybatis', 'Hibernate', 'Web', 'HTML', 'JS', 'Jquery', 'CSS', 'MySQL']"
烟台,6K-8K,Java开发工程师,"['开发', '数据结构', '技术', '算法', '相关', '框架', '用户手册', '熟悉', '单元测试', '专业本科', 'JAVA', 'java', 'WEB', 'Struts2', 'Mysql', 'Oracle', 'SQLServe', 'Html5', 'CSS', 'JavaScript']"
合肥,10K-15K,高级开发工程师Java/.Net,"['开发', '经验', '福利', '优先', '团队', '带领', '双休', '双薪', '朝九晚五', '带薪', 'JAVE', 'GIS', '五险', '一金', '绩效奖金', '岗位职责', '开发工具', '福利待遇', '熟练掌握', '软件系统']"
哈尔滨,3K-4K,初级JAVA工程师,"['SQL', '熟练掌握', '熟悉', '熟练', '前端', '编写', '优先', '能力', '相关', '框架', '代码', '签订', '试用期', '计算机相关', '2.1', 'J2EE', 'Java', 'Struts', 'Spring', 'Hibernate']"
无锡-滨湖区,7K-12K,Java工程师,"['熟悉', '开发', 'Android', 'JAVA', 'Linux', '并发', '经验', '精通', '项目', '相关', '技术', '面向对象编程', '程序', '具备', '手机', 'Java', '测试用例', '服务端', '线程', 'IO']"
西安-高新技术产业开发区,6K-8K,JAVA开发工程师/实施工程师,"['软件', '开发', '文档', '设计', '精通', '能力', '技术', '人际沟通', '研发', '熟悉', '理解', 'javaEE', 'java', 'J2EE', 'WEB', '架构设计', 'WebMVC', 'Hibernate', 'Spring', 'Struts']"
广州,8K-15K,java工程师（互联网政务）,"['开发', '熟练掌握', '文档', '热爱', '编写', '熟悉', '习惯', '单元测试', 'JAVA', 'struts', 'Spring', 'ibatis', 'Javascript', 'Jquery', 'HTML', 'CSS', '前端开发', 'SQL', '团队精神', '负责']"
武汉-洪山区,3K-3.5K,初级Java工程师助理+(3K+五险双休),"['00', '五险', '节假日', '补贴', '团队', '双休', '全休', '职后', '餐费', '18', '岗位职责', '开发', '福利待遇', '大专', '软件开发', '能力', '加班', '好学', '执着', '学历']"
地点,薪资,职位,岗位需求
杭州,6K-8K,java软件开发工程师,"['熟悉', '熟练', 'Java', '经验', '设计', '开发', '优先', '框架', '服务器端', '设计模式', '源码', '单元测试', 'Bug', 'oracle', 'erp', 'springmvc', 'mybatis', 'javascript', 'CSS', 'HTML']"
济南,6K-10K,JAVA开发工程师,"['软件开发', '能力', '享受', '具备', '经费', '舒适', '软件', '免费', '技术', '活动', '团队', '主流', '熟悉', '开发技术', '各类', '设计模式', '带薪', '入托', '个人档案', '功能设计']"
济南,12K-16K,java开发工程师,"['Java', '开发', '熟练', '经验', '相关', '代码', '技术', '优化', '面向对象编程', 'Web', 'J2EE', 'mysql', 'SpringBoot', '负责', '设计', '文档', '模块', '数据库', '编码', '深入研究']"
北京-朝阳区,20K-25K,java开发工程师,"['框架', '协作', '精通', '技术', '开源', '分布式', '熟悉', '数据库', '开发', '测试', '主流', '产品', '服务器端', '敬业精神', '组及', '运维组', '1.5', 'Java', 'J2EE', 'mybatis']"
长春,4K-8K,java开发工程师（职业教育事业部）,"['JAVA', '开发', '负责', '代码', '文档', '软件', '项目', '升级', '熟悉', '二年', '维护', '计算机相关', 'web', 'SpringMVC', 'Oracle', 'SQLServer', 'Mysql', '岗位职责', '团队精神', '经验']"
南京,8K-12K,java高级工程师,"['面向对象编程', '理解', 'Java1', '本科学历', 'JAVA', 'hibernate', 'spring', '表达能力', '全日制', '笔试', '四级', '面试', '熟练', '英语', '沟通', '熟悉', '现场', '经验', '大学', '能力']"
北京-海淀区,15K-25K,中高级Java开发工程师,"['分项', '后台', '开发', '系统', '项目', 'cdn', '本科学历', 'Java', 'Spring', 'SpringMVC', 'mybaits', 'redis', 'rocketmq', 'Dubbo', 'zookeeper', 'mysql', 'Maven', 'Nginx', 'java', 'Prototype']"
北京,10K-18K,Java开发工程师（支付方向）,"['负责', '精通', '商业软件', '沟通', '熟悉', '收单', 'Java', 'Spring', 'Oracle', 'Unix', 'Linux', 'zookeeper', 'redis', 'kafka', '岗位职责', '账务', '经验', '软件产品', '大学本科', '开发']"
南京-雨花台区,10K-15K,高级java开发工程师,"['能力', '熟悉', '数据库', 'Spring', 'SpringMVC', 'mybatis', 'MySQL', 'ORACLE', 'SQL', 'Linux', 'hadoop', '有大', '抗压', '经验', '深刻理解', '相关', '数据', '技术', '交互', '熟练']"
西安-高新技术产业开发区,8K-10K,java中级工程师,"['熟悉', '前端', '项目', '经验', 'maven', '文档', '熟练', '开发', '优先', '框架', '技术', '类库', '关系数据库', '插件', '计算机相关', 'javaweb', 'spring', 'springmvc', 'mybatis', 'hibernate']"
烟台,5K-8K,java工程师,"['数据库', '熟悉', 'java', '软件产品', '编程', '编码', '扎实', '公安', '监控', '研发', '电力', '设计模式', 'spring', 'web', 'html', 'js', 'jquery', 'css', 'mysql', 'oracle']"
无锡,10K-15K,java开发工程师,"['熟练', 'Java', 'Spring', '优先', '熟悉', 'J2EE', 'Struts', 'hibernate', 'ibatis', 'JQuery', 'Javascript', 'tomcat', 'Web', '应用服务器', 'MySQL', 'postgres', 'SQL', '前端开发', '开发', '熟练掌握']"
郑州,8K-10K,高薪急聘java软件工程师,"['熟悉', '精通', 'JAVA', '软件产品', '开发', '多线程', '常见', '维护', '中间件', 'java', '8K', '12K', 'Java', 'WEB', 'JSP', 'SERVLET', 'JDBC', 'XML', '编程技术', 'SQL']"
天津,10K-20K,JAVA架构/高级Java,"['项目', 'JAVA', '进度', '负责', '经验', '开发', '项目管理', '实施', '团队', '沟通', '研发', '敬业精神', '熟悉', '开发人员', '电商', '数练', 'ssm', 'ssh', 'web', 'mysql']"
西安,6K-10K,Java高级开发工程师,"['精通', '熟悉', '享受', '语言', '福利', '员工', '人际沟通', '设计模式', '基本工资', '带薪', 'Java', 'BS', 'javascript', 'html', '应用服务器', 'Tomcat', 'jetty', 'SQL', 'SQLserver', 'Oracle']"
南京,6K-10K,Java工程师,"['java', '熟悉', '设计', '设计模式', '编程', '数据库', '编码', '经验', '开发', '独立', '优先', '相关', '代码', '常用', '语言', '条件者', 'Java', 'SSM', 'spring', 'SQL']"
福州,10K-15K,java工程师,"['编程', '开发', '经验', '优先', '熟练掌握', '熟悉', '设计', '独立', '参与', '双休', '部署', '调薪', '缴交', '企业级', '300', '5A', '台江区', '曙光路', '132', '申发']"
合肥,6K-12K,Java开发工程师,"['开发', '司法', 'FutureData', 'Java', '文档', '人工智能', '熟练', '大学', '致力于', '代码', '团队', '测试人员', '数据服务', '北京科技大学', '规范', '设计模式', '华东政法', 'IBM', 'Cisco', 'Murex']"
杭州-余杭区,20K-40K,高级Java开发工程师/技术专家,"['经验', '架构设计', 'Java', '熟练', '扎实', '岗位', '优先', '框架', '技术', '团队', '多线程', '计算机', '常用工具', '常用', '关系数据库', '维护', 'IO', 'JVM', 'Spring', 'MyBatis']"
杭州-余杭区,15K-25K,高级Java开发工程师,"['业务', '系统', '熟悉', '难点', '设计', '岗位', '多线程', '可扩展性', '脚本语言', '预研', 'Java', 'io', '缓存', '可用性', '保障系统', '分布式', '重构', '敏感度', '攻关', '数据分析']"
杭州-余杭区,10K-15K,Java对接开发工程师,"['熟练', '现场', '医院', '系统', '部署', '熟悉', '维护', '医院软件', '计算机相关', 'JAVA', 'Java', 'J2EE', 'Spring', 'Struts', 'ibatis', 'javaIDE', 'tomcat', 'Web', '应用服务器', 'nginx']"
杭州-余杭区,15K-20K,高级java开发工程师,"['业务', '系统', '熟悉', '难点', '设计', '多线程', '可扩展性', '脚本语言', '预研', 'Java', 'io', '缓存', '可用性', '保障系统', '分布式', '重构', '敏感度', '攻关', '数据分析', '构架']"
杭州-余杭区,6K-12K,Java对接开发工程师,"['熟练', '现场', '医院', '岗位', '系统', '部署', '熟悉', '维护', '医院软件', '计算机相关', 'JAVA', 'Java', 'J2EE', 'Spring', 'Struts', 'ibatis', 'javaIDE', 'tomcat', 'Web', '应用服务器']"
北京,15K-30K,高级JAVA工程师,"['开发', 'JAVA', '设计', '熟悉', '负责', '经验', '多线程', '工作勤奋', '读写能力', '意识', '设计模式', '中间件', '调优', 'Java', 'TCP', 'UDP', 'SIP', 'socket', 'linux', 'ORACLE']"
济南,6K-12K,java开发工程师,"['熟悉', 'J2EE', 'Spring', 'SpringMVC', 'MyBatis', 'SpringBoot', 'Shiro', 'Activiti', 'Redis', 'EHCache', 'java', 'TCP', 'UDP', '服务端', '经验', '缓存', '开源', '网络通信', '文档', '熟练']"
深圳,15K-20K,Java开发工程师,"['开发', '熟悉', '后台', '编写', '多线程', '部署', '双机', 'JAVA', '计算机相关', 'tcp', 'udp', 'socket', 'mqtt', 'openfire', 'ice', 'tomcat', '服务器程序', 'linux', 'mysql', '微信']"
成都,5K-9K,Java软件开发工程师,"['投递', '熟练', 'SQL', '公司地址', '优先', '开发', '相关', '福利', '交付', '双休', '读写能力', '行业软件', '熟悉', '规范', '时请', '无故缺席', '高朋', 'A座', '五险', '一金']"
青岛,3.5K-7K,初级Java软件开发工程师,"['加班', '熟练', '00', '开发', '熟悉', '公司', '优先', '青岛', '双休', '应届生', '智联', '专业', '中间件', '员工福利', '开发进度', '试用期', '任务分配', '单元测试', '信息工程', '计算机相关']"
长春,5K-10K,java研发工程师,"['优先', '熟悉', '框架', '研发', '精通', 'WEB', 'js', '熟练掌握', '原生', '开发', '职位', '英文', '面向', '混合', '设计模式', 'APP', '计算机相关', 'Java', 'J2EE', 'Spring']"
北京,15K-20K,JAVA开发工程师,"['客户', '熟悉', '点赞', '负责', '经验', '设计', '合作', '系统', '框架', '公司', '创业', '生活', '团建', '沟通', '产品', '全勤奖', '现有', '维护', '具备', '带薪']"
合肥-庐阳区,10K-15K,高级java工程师,"['熟悉', '精通', '能力', '缓存', '并发', '数据库', '设计', '主流', '任务调度', '多线程', '控件', '原理', '操作命令', '具备', 'JAVA', 'spring', 'hibernate', 'mybatis', 'javaweb', 'html5']"
武汉-洪山区,4K-6K,软件开发工程师（java方向）,"['晋升', '开发', '协助', '测试软件', '双休', '电脑操作', '18', 'java', 'bug3', '五险', '一金', '福利待遇', '工作制', '以上学历', '八小时', '大专', '能力', '编程', '项目', '愉悦']"
长沙,1K-2K,高级Java工程师,"['开发', 'Redis', '负责', '模块', '经验', '优先', '技术', '多线程', '熟悉', 'PC', 'Java', 'Springboot', 'mybatis', 'Maven', 'Mysql', 'MongoDB', 'RESTFul', 'REST', 'Web', '高可用性']"
